ppm,values
-0.8785,2.5184
-0.8784,2.3594
-0.8783,2.1329
-0.8782,1.8662
-0.8781,1.5869
-0.878,1.3128
-0.8779,1.052
-0.8778,0.80749
-0.8777,0.5801
-0.8776,0.36709
-0.8775,0.16371
-0.87741,-0.031637
-0.87731,-0.21544
-0.87721,-0.38557
-0.87711,-0.54888
-0.87701,-0.71954
-0.87691,-0.90971
-0.87681,-1.1225
-0.87671,-1.352
-0.87661,-1.5856
-0.87651,-1.8081
-0.87641,-2.0058
-0.87631,-2.171
-0.87622,-2.3006
-0.87612,-2.3877
-0.87602,-2.4172
-0.87592,-2.3718
-0.87582,-2.2447
-0.87572,-2.0475
-0.87562,-1.8073
-0.87552,-1.5577
-0.87542,-1.3299
-0.87532,-1.147
-0.87522,-1.0226
-0.87513,-0.96411
-0.87503,-0.97638
-0.87493,-1.0641
-0.87483,-1.2284
-0.87473,-1.4585
-0.87463,-1.7264
-0.87453,-1.9876
-0.87443,-2.1905
-0.87433,-2.2905
-0.87423,-2.261
-0.87413,-2.0965
-0.87403,-1.8116
-0.87394,-1.4362
-0.87384,-1.0095
-0.87374,-0.57653
-0.87364,-0.18572
-0.87354,0.11981
-0.87344,0.31552
-0.87334,0.40425
-0.87324,0.41179
-0.87314,0.37224
-0.87304,0.31343
-0.87294,0.2501
-0.87284,0.18573
-0.87274,0.11768
-0.87265,0.041454
-0.87255,-0.04576
-0.87245,-0.14327
-0.87235,-0.25046
-0.87225,-0.37436
-0.87215,-0.53182
-0.87205,-0.74046
-0.87195,-1.0043
-0.87185,-1.3063
-0.87175,-1.6136
-0.87165,-1.8924
-0.87155,-2.1188
-0.87145,-2.2805
-0.87136,-2.3708
-0.87126,-2.382
-0.87116,-2.3053
-0.87106,-2.1377
-0.87096,-1.8876
-0.87086,-1.5767
-0.87076,-1.2338
-0.87066,-0.88554
-0.87056,-0.55008
-0.87046,-0.23789
-0.87036,0.042329
-0.87026,0.28205
-0.87017,0.47809
-0.87007,0.6364
-0.86997,0.76937
-0.86987,0.89091
-0.86977,1.015
-0.86967,1.1564
-0.86957,1.3292
-0.86947,1.5395
-0.86937,1.7784
-0.86927,2.0243
-0.86917,2.2524
-0.86908,2.4434
-0.86898,2.5798
-0.86888,2.6389
-0.86878,2.5913
-0.86868,2.4116
-0.86858,2.0945
-0.86848,1.6675
-0.86838,1.1891
-0.86828,0.73101
-0.86818,0.35228
-0.86808,0.080943
-0.86798,-0.087689
-0.86788,-0.17791
-0.86779,-0.21716
-0.86769,-0.22789
-0.86759,-0.22917
-0.86749,-0.23943
-0.86739,-0.27221
-0.86729,-0.32743
-0.86719,-0.38688
-0.86709,-0.41914
-0.86699,-0.39248
-0.86689,-0.28889
-0.86679,-0.11134
-0.86669,0.1191
-0.8666,0.3737
-0.8665,0.62831
-0.8664,0.8713
-0.8663,1.1036
-0.8662,1.3318
-0.8661,1.5606
-0.866,1.789
-0.8659,2.012
-0.8658,2.2274
-0.8657,2.4401
-0.8656,2.6592
-0.8655,2.8872
-0.8654,3.1125
-0.86531,3.3123
-0.86521,3.4619
-0.86511,3.5413
-0.86501,3.5367
-0.86491,3.4407
-0.86481,3.2547
-0.86471,2.994
-0.86461,2.6885
-0.86451,2.3766
-0.86441,2.094
-0.86431,1.8621
-0.86421,1.6852
-0.86411,1.5578
-0.86402,1.4749
-0.86392,1.4387
-0.86382,1.458
-0.86372,1.5442
-0.86362,1.7064
-0.86352,1.9456
-0.86342,2.2522
-0.86332,2.6024
-0.86322,2.9595
-0.86312,3.2796
-0.86302,3.5239
-0.86293,3.6673
-0.86283,3.6973
-0.86273,3.6083
-0.86263,3.3993
-0.86253,3.0776
-0.86243,2.6663
-0.86233,2.2083
-0.86223,1.762
-0.86213,1.3884
-0.86203,1.1323
-0.86193,1.0079
-0.86183,0.99466
-0.86174,1.0475
-0.86164,1.1154
-0.86154,1.1603
-0.86144,1.1664
-0.86134,1.137
-0.86124,1.0863
-0.86114,1.0322
-0.86104,0.99305
-0.86094,0.98927
-0.86084,1.0435
-0.86074,1.1769
-0.86064,1.4013
-0.86055,1.7111
-0.86045,2.0843
-0.86035,2.4896
-0.86025,2.8949
-0.86015,3.2729
-0.86005,3.6038
-0.85995,3.878
-0.85985,4.0998
-0.85975,4.2845
-0.85965,4.4484
-0.85955,4.5987
-0.85945,4.732
-0.85935,4.8438
-0.85925,4.9382
-0.85916,5.0303
-0.85906,5.1403
-0.85896,5.2824
-0.85886,5.4544
-0.85876,5.6357
-0.85866,5.7919
-0.85856,5.8861
-0.85846,5.8892
-0.85836,5.7866
-0.85826,5.5778
-0.85816,5.2696
-0.85806,4.8718
-0.85797,4.4001
-0.85787,3.8816
-0.85777,3.3556
-0.85767,2.8671
-0.85757,2.4566
-0.85747,2.1499
-0.85737,1.9513
-0.85727,1.8441
-0.85717,1.7976
-0.85707,1.7771
-0.85697,1.7508
-0.85688,1.6932
-0.85678,1.5896
-0.85668,1.4414
-0.85658,1.2661
-0.85648,1.0887
-0.85638,0.92885
-0.85628,0.79464
-0.85618,0.68544
-0.85608,0.60218
-0.85598,0.55574
-0.85588,0.567
-0.85578,0.65824
-0.85568,0.84157
-0.85559,1.1103
-0.85549,1.4375
-0.85539,1.7845
-0.85529,2.1155
-0.85519,2.4099
-0.85509,2.6651
-0.85499,2.8908
-0.85489,3.1024
-0.85479,3.3154
-0.85469,3.5423
-0.85459,3.7906
-0.85449,4.0611
-0.8544,4.3464
-0.8543,4.6289
-0.8542,4.8846
-0.8541,5.0903
-0.854,5.2322
-0.8539,5.3079
-0.8538,5.3218
-0.8537,5.2757
-0.8536,5.1627
-0.8535,4.9688
-0.8534,4.6834
-0.8533,4.3093
-0.8532,3.8673
-0.85311,3.3911
-0.85301,2.9171
-0.85291,2.4745
-0.85281,2.0801
-0.85271,1.7359
-0.85261,1.4307
-0.85251,1.1451
-0.85241,0.85865
-0.85231,0.55954
-0.85221,0.25236
-0.85211,-0.03914
-0.85201,-0.27745
-0.85191,-0.42483
-0.85182,-0.46026
-0.85172,-0.39167
-0.85162,-0.2566
-0.85152,-0.10967
-0.85142,-0.0020992
-0.85132,0.037026
-0.85122,0.0085613
-0.85112,-0.061527
-0.85102,-0.13405
-0.85092,-0.17063
-0.85082,-0.14875
-0.85072,-0.073817
-0.85063,0.019754
-0.85053,0.082048
-0.85043,0.06866
-0.85033,-0.042468
-0.85023,-0.24617
-0.85013,-0.51662
-0.85003,-0.8183
-0.84993,-1.1149
-0.84983,-1.3745
-0.84973,-1.5734
-0.84963,-1.6988
-0.84954,-1.749
-0.84944,-1.7301
-0.84934,-1.6503
-0.84924,-1.519
-0.84914,-1.3497
-0.84904,-1.1629
-0.84894,-0.98539
-0.84884,-0.84883
-0.84874,-0.78637
-0.84864,-0.8252
-0.84854,-0.97612
-0.84844,-1.2255
-0.84835,-1.5349
-0.84825,-1.8518
-0.84815,-2.1253
-0.84805,-2.3194
-0.84795,-2.4204
-0.84785,-2.443
-0.84775,-2.4323
-0.84765,-2.4501
-0.84755,-2.5452
-0.84745,-2.7232
-0.84735,-2.94
-0.84725,-3.1246
-0.84715,-3.2157
-0.84706,-3.189
-0.84696,-3.0609
-0.84686,-2.8735
-0.84676,-2.6721
-0.84666,-2.4866
-0.84656,-2.3224
-0.84646,-2.1623
-0.84636,-1.978
-0.84626,-1.746
-0.84616,-1.4609
-0.84606,-1.1382
-0.84596,-0.81005
-0.84586,-0.51626
-0.84577,-0.29316
-0.84567,-0.16107
-0.84557,-0.11383
-0.84547,-0.11823
-0.84537,-0.12645
-0.84527,-0.09466
-0.84517,0.0036567
-0.84507,0.175
-0.84497,0.41015
-0.84487,0.68868
-0.84477,0.98108
-0.84467,1.2507
-0.84458,1.4584
-0.84448,1.571
-0.84438,1.5726
-0.84428,1.473
-0.84418,1.3068
-0.84408,1.1175
-0.84398,0.93706
-0.84388,0.77912
-0.84378,0.6457
-0.84368,0.53842
-0.84358,0.4629
-0.84349,0.42495
-0.84339,0.42386
-0.84329,0.44982
-0.84319,0.48737
-0.84309,0.52148
-0.84299,0.54319
-0.84289,0.5521
-0.84279,0.55392
-0.84269,0.55384
-0.84259,0.5498
-0.84249,0.53003
-0.84239,0.47637
-0.84229,0.37154
-0.8422,0.20644
-0.8421,-0.014762
-0.842,-0.273
-0.8419,-0.53748
-0.8418,-0.77375
-0.8417,-0.95333
-0.8416,-1.0607
-0.8415,-1.0965
-0.8414,-1.0773
-0.8413,-1.0302
-0.8412,-0.98417
-0.8411,-0.96367
-0.84101,-0.9852
-0.84091,-1.059
-0.84081,-1.1936
-0.84071,-1.3987
-0.84061,-1.6777
-0.84051,-2.0152
-0.84041,-2.3706
-0.84031,-2.6837
-0.84021,-2.8916
-0.84011,-2.946
-0.84001,-2.8229
-0.83991,-2.5263
-0.83981,-2.0895
-0.83972,-1.5735
-0.83962,-1.0556
-0.83952,-0.6094
-0.83942,-0.28796
-0.83932,-0.11754
-0.83922,-0.10148
-0.83912,-0.22561
-0.83902,-0.46268
-0.83892,-0.77793
-0.83882,-1.1337
-0.83872,-1.4876
-0.83862,-1.788
-0.83852,-1.9773
-0.83843,-2.008
-0.83833,-1.8613
-0.83823,-1.5532
-0.83813,-1.1243
-0.83803,-0.62319
-0.83793,-0.092659
-0.83783,0.43435
-0.83773,0.93133
-0.83763,1.3726
-0.83753,1.7318
-0.83743,1.9873
-0.83734,2.132
-0.83724,2.1799
-0.83714,2.1621
-0.83704,2.117
-0.83694,2.079
-0.83684,2.072
-0.83674,2.1086
-0.83664,2.1934
-0.83654,2.3279
-0.83644,2.5146
-0.83634,2.7562
-0.83624,3.0505
-0.83615,3.3849
-0.83605,3.7343
-0.83595,4.0653
-0.83585,4.3404
-0.83575,4.5216
-0.83565,4.5763
-0.83555,4.4896
-0.83545,4.2757
-0.83535,3.9773
-0.83525,3.6503
-0.83515,3.3444
-0.83505,3.0907
-0.83496,2.8993
-0.83486,2.7626
-0.83476,2.658
-0.83466,2.5501
-0.83456,2.3949
-0.83446,2.1511
-0.83436,1.795
-0.83426,1.3324
-0.83416,0.80177
-0.83406,0.26634
-0.83396,-0.20195
-0.83386,-0.54338
-0.83376,-0.72905
-0.83366,-0.76747
-0.83357,-0.69697
-0.83347,-0.57099
-0.83337,-0.44511
-0.83327,-0.3682
-0.83317,-0.37611
-0.83307,-0.48763
-0.83297,-0.70487
-0.83287,-1.0172
-0.83277,-1.4049
-0.83267,-1.8417
-0.83257,-2.2945
-0.83247,-2.7225
-0.83238,-3.0803
-0.83228,-3.3264
-0.83218,-3.4346
-0.83208,-3.4018
-0.83198,-3.2484
-0.83188,-3.0123
-0.83178,-2.7394
-0.83168,-2.4714
-0.83158,-2.2381
-0.83148,-2.056
-0.83138,-1.9312
-0.83129,-1.8643
-0.83119,-1.8517
-0.83109,-1.8856
-0.83099,-1.9533
-0.83089,-2.0391
-0.83079,-2.1265
-0.83069,-2.2004
-0.83059,-2.2466
-0.83049,-2.2503
-0.83039,-2.194
-0.83029,-2.0587
-0.83019,-1.8301
-0.8301,-1.5051
-0.83,-1.0972
-0.8299,-0.63779
-0.8298,-0.17137
-0.8297,0.25517
-0.8296,0.60361
-0.8295,0.85096
-0.8294,0.99129
-0.8293,1.0359
-0.8292,1.011
-0.8291,0.94991
-0.829,0.87956
-0.8289,0.81177
-0.82881,0.74362
-0.82871,0.66667
-0.82861,0.57673
-0.82851,0.47686
-0.82841,0.37339
-0.82831,0.27101
-0.82821,0.1735
-0.82811,0.090078
-0.82801,0.039027
-0.82791,0.041769
-0.82781,0.11002
-0.82771,0.23462
-0.82761,0.38347
-0.82752,0.51087
-0.82742,0.57451
-0.82732,0.55142
-0.82722,0.44467
-0.82712,0.27896
-0.82702,0.089758
-0.82692,-0.087447
-0.82682,-0.22462
-0.82672,-0.30569
-0.82662,-0.32962
-0.82652,-0.31174
-0.82642,-0.28176
-0.82632,-0.2782
-0.82623,-0.33987
-0.82613,-0.49559
-0.82603,-0.75616
-0.82593,-1.1133
-0.82583,-1.5455
-0.82573,-2.0243
-0.82563,-2.5182
-0.82553,-2.9931
-0.82543,-3.4136
-0.82533,-3.7485
-0.82523,-3.9805
-0.82513,-4.115
-0.82504,-4.1817
-0.82494,-4.2226
-0.82484,-4.2696
-0.82474,-4.3281
-0.82464,-4.3793
-0.82454,-4.3989
-0.82444,-4.3767
-0.82434,-4.3237
-0.82424,-4.2669
-0.82414,-4.2364
-0.82404,-4.2565
-0.82395,-4.3448
-0.82385,-4.5122
-0.82375,-4.758
-0.82365,-5.0652
-0.82355,-5.4003
-0.82345,-5.7199
-0.82335,-5.9762
-0.82325,-6.1204
-0.82315,-6.1083
-0.82305,-5.912
-0.82295,-5.5308
-0.82285,-4.9972
-0.82276,-4.371
-0.82266,-3.7237
-0.82256,-3.119
-0.82246,-2.6007
-0.82236,-2.1898
-0.82226,-1.8871
-0.82216,-1.6762
-0.82206,-1.5279
-0.82196,-1.4095
-0.82186,-1.294
-0.82176,-1.1655
-0.82166,-1.0177
-0.82156,-0.85442
-0.82147,-0.69
-0.82137,-0.54454
-0.82127,-0.43059
-0.82117,-0.34116
-0.82107,-0.25084
-0.82097,-0.12959
-0.82087,0.041219
-0.82077,0.2604
-0.82067,0.50941
-0.82057,0.76273
-0.82047,0.99845
-0.82037,1.2023
-0.82027,1.366
-0.82018,1.4872
-0.82008,1.5739
-0.81998,1.6474
-0.81988,1.7381
-0.81978,1.8751
-0.81968,2.0771
-0.81958,2.3474
-0.81948,2.6703
-0.81938,3.0099
-0.81928,3.3175
-0.81918,3.5464
-0.81908,3.6699
-0.81899,3.6893
-0.81889,3.6284
-0.81879,3.5223
-0.81869,3.4073
-0.81859,3.3152
-0.81849,3.2678
-0.81839,3.2704
-0.81829,3.3096
-0.81819,3.3598
-0.81809,3.3946
-0.81799,3.3969
-0.8179,3.3617
-0.8178,3.295
-0.8177,3.2098
-0.8176,3.1206
-0.8175,3.0383
-0.8174,2.966
-0.8173,2.8965
-0.8172,2.812
-0.8171,2.6883
-0.817,2.5046
-0.8169,2.256
-0.8168,1.9598
-0.8167,1.6491
-0.81661,1.3574
-0.81651,1.1009
-0.81641,0.87318
-0.81631,0.65359
-0.81621,0.42411
-0.81611,0.18343
-0.81601,-0.049427
-0.81591,-0.24381
-0.81581,-0.37335
-0.81571,-0.42895
-0.81561,-0.42079
-0.81551,-0.36998
-0.81542,-0.29814
-0.81532,-0.22332
-0.81522,-0.16126
-0.81512,-0.12481
-0.81502,-0.11939
-0.81492,-0.14054
-0.81482,-0.17842
-0.81472,-0.22453
-0.81462,-0.27512
-0.81452,-0.33039
-0.81442,-0.39081
-0.81432,-0.45343
-0.81422,-0.51093
-0.81413,-0.55327
-0.81403,-0.57016
-0.81393,-0.55436
-0.81383,-0.50722
-0.81373,-0.44475
-0.81363,-0.399
-0.81353,-0.41073
-0.81343,-0.51653
-0.81333,-0.73745
-0.81323,-1.0736
-0.81313,-1.5049
-0.81303,-1.9975
-0.81293,-2.5118
-0.81284,-3.0118
-0.81274,-3.4715
-0.81264,-3.8779
-0.81254,-4.2285
-0.81244,-4.5264
-0.81234,-4.774
-0.81224,-4.9693
-0.81214,-5.1046
-0.81204,-5.168
-0.81194,-5.1505
-0.81184,-5.0548
-0.81175,-4.8988
-0.81165,-4.7093
-0.81155,-4.5094
-0.81145,-4.3094
-0.81135,-4.1066
-0.81125,-3.8929
-0.81115,-3.6624
-0.81105,-3.4139
-0.81095,-3.1463
-0.81085,-2.8509
-0.81075,-2.5098
-0.81065,-2.1019
-0.81056,-1.6161
-0.81046,-1.0623
-0.81036,-0.47368
-0.81026,0.1031
-0.81016,0.6244
-0.81006,1.0633
-0.80996,1.4131
-0.80986,1.6827
-0.80976,1.8885
-0.80966,2.0429
-0.80956,2.144
-0.80946,2.1704
-0.80937,2.0884
-0.80927,1.8677
-0.80917,1.5017
-0.80907,1.018
-0.80897,0.47243
-0.80887,-0.07227
-0.80877,-0.56754
-0.80867,-0.98673
-0.80857,-1.3198
-0.80847,-1.5646
-0.80837,-1.7225
-0.80827,-1.8018
-0.80817,-1.8222
-0.80807,-1.8138
-0.80798,-1.8074
-0.80788,-1.8209
-0.80778,-1.8513
-0.80768,-1.8784
-0.80758,-1.8803
-0.80748,-1.8497
-0.80738,-1.7971
-0.80728,-1.7399
-0.80718,-1.6897
-0.80708,-1.6475
-0.80698,-1.607
-0.80688,-1.559
-0.80679,-1.4951
-0.80669,-1.411
-0.80659,-1.3094
-0.80649,-1.2041
-0.80639,-1.1184
-0.80629,-1.0778
-0.80619,-1.102
-0.80609,-1.201
-0.80599,-1.3724
-0.80589,-1.6039
-0.80579,-1.8791
-0.8057,-2.1852
-0.8056,-2.5145
-0.8055,-2.861
-0.8054,-3.219
-0.8053,-3.5838
-0.8052,-3.9503
-0.8051,-4.3057
-0.805,-4.623
-0.8049,-4.8621
-0.8048,-4.983
-0.8047,-4.9623
-0.8046,-4.8035
-0.80451,-4.5361
-0.80441,-4.2067
-0.80431,-3.871
-0.80421,-3.5878
-0.80411,-3.4093
-0.80401,-3.3698
-0.80391,-3.4757
-0.80381,-3.704
-0.80371,-4.0091
-0.80361,-4.3354
-0.80351,-4.6288
-0.80341,-4.8456
-0.80331,-4.9605
-0.80322,-4.9714
-0.80312,-4.8979
-0.80302,-4.7724
-0.80292,-4.627
-0.80282,-4.4868
-0.80272,-4.369
-0.80262,-4.2847
-0.80252,-4.2374
-0.80242,-4.2187
-0.80232,-4.2126
-0.80222,-4.2087
-0.80212,-4.215
-0.80202,-4.2582
-0.80193,-4.3699
-0.80183,-4.5697
-0.80173,-4.8511
-0.80163,-5.1803
-0.80153,-5.5073
-0.80143,-5.7817
-0.80133,-5.9646
-0.80123,-6.0344
-0.80113,-5.9913
-0.80103,-5.8608
-0.80093,-5.6925
-0.80083,-5.5489
-0.80074,-5.484
-0.80064,-5.5187
-0.80054,-5.6299
-0.80044,-5.7635
-0.80034,-5.8656
-0.80024,-5.908
-0.80014,-5.8912
-0.80004,-5.83
-0.79994,-5.7391
-0.79984,-5.6266
-0.79974,-5.4915
-0.79964,-5.3258
-0.79954,-5.1209
-0.79945,-4.8762
-0.79935,-4.603
-0.79925,-4.3212
-0.79915,-4.0513
-0.79905,-3.8049
-0.79895,-3.5786
-0.79885,-3.3541
-0.79875,-3.1055
-0.79865,-2.8111
-0.79855,-2.4641
-0.79845,-2.0789
-0.79836,-1.6901
-0.79826,-1.3437
-0.79816,-1.081
-0.79806,-0.92178
-0.79796,-0.85813
-0.79786,-0.86326
-0.79776,-0.90766
-0.79766,-0.96938
-0.79756,-1.0349
-0.79746,-1.0955
-0.79736,-1.1458
-0.79726,-1.1833
-0.79717,-1.2086
-0.79707,-1.2238
-0.79697,-1.2322
-0.79687,-1.2411
-0.79677,-1.2649
-0.79667,-1.3247
-0.79657,-1.4422
-0.79647,-1.6295
-0.79637,-1.8803
-0.79627,-2.1679
-0.79617,-2.4534
-0.79607,-2.6979
-0.79597,-2.8712
-0.79587,-2.9541
-0.79578,-2.9353
-0.79568,-2.8077
-0.79558,-2.5684
-0.79548,-2.225
-0.79538,-1.8
-0.79528,-1.3275
-0.79518,-0.84493
-0.79508,-0.38793
-0.79498,0.0090046
-0.79488,0.31036
-0.79478,0.48143
-0.79468,0.4949
-0.79459,0.34027
-0.79449,0.030667
-0.79439,-0.39725
-0.79429,-0.89009
-0.79419,-1.3889
-0.79409,-1.8442
-0.79399,-2.2303
-0.79389,-2.5535
-0.79379,-2.8456
-0.79369,-3.1445
-0.79359,-3.4666
-0.79349,-3.7901
-0.7934,-4.0599
-0.7933,-4.2154
-0.7932,-4.2246
-0.7931,-4.1033
-0.793,-3.9062
-0.7929,-3.6963
-0.7928,-3.5168
-0.7927,-3.3832
-0.7926,-3.2944
-0.7925,-3.244
-0.7924,-3.2218
-0.79231,-3.2091
-0.79221,-3.1794
-0.79211,-3.1065
-0.79201,-2.9746
-0.79191,-2.781
-0.79181,-2.531
-0.79171,-2.2291
-0.79161,-1.8758
-0.79151,-1.472
-0.79141,-1.0282
-0.79131,-0.56977
-0.79121,-0.13367
-0.79111,0.24514
-0.79102,0.54623
-0.79092,0.76445
-0.79082,0.89959
-0.79072,0.94801
-0.79062,0.90483
-0.79052,0.77209
-0.79042,0.56528
-0.79032,0.31532
-0.79022,0.063546
-0.79012,-0.15184
-0.79002,-0.31062
-0.78992,-0.41539
-0.78982,-0.48364
-0.78973,-0.53458
-0.78963,-0.57965
-0.78953,-0.61975
-0.78943,-0.64688
-0.78933,-0.64727
-0.78923,-0.60673
-0.78913,-0.51841
-0.78903,-0.38849
-0.78893,-0.23317
-0.78883,-0.067846
-0.78873,0.10156
-0.78863,0.27654
-0.78854,0.45678
-0.78844,0.63447
-0.78834,0.79884
-0.78824,0.94764
-0.78814,1.0959
-0.78804,1.2728
-0.78794,1.5088
-0.78784,1.8208
-0.78774,2.2064
-0.78764,2.647
-0.78754,3.1162
-0.78744,3.5871
-0.78734,4.0367
-0.78725,4.4465
-0.78715,4.8007
-0.78705,5.0851
-0.78695,5.2884
-0.78685,5.403
-0.78675,5.4242
-0.78665,5.3456
-0.78655,5.1567
-0.78645,4.85
-0.78635,4.4326
-0.78625,3.9356
-0.78616,3.411
-0.78606,2.9169
-0.78596,2.4982
-0.78586,2.1751
-0.78576,1.9443
-0.78566,1.7878
-0.78556,1.6814
-0.78546,1.5987
-0.78536,1.5133
-0.78526,1.4051
-0.78516,1.2674
-0.78506,1.1111
-0.78497,0.95635
-0.78487,0.81904
-0.78477,0.70101
-0.78467,0.59425
-0.78457,0.4945
-0.78447,0.41192
-0.78437,0.3681
-0.78427,0.38144
-0.78417,0.45324
-0.78407,0.56457
-0.78397,0.68395
-0.78387,0.78049
-0.78377,0.83643
-0.78368,0.85361
-0.78358,0.84944
-0.78348,0.84538
-0.78338,0.85661
-0.78328,0.88866
-0.78318,0.93994
-0.78308,1.0063
-0.78298,1.085
-0.78288,1.1771
-0.78278,1.2889
-0.78268,1.4328
-0.78258,1.6221
-0.78248,1.8626
-0.78239,2.1457
-0.78229,2.4503
-0.78219,2.7532
-0.78209,3.0393
-0.78199,3.3048
-0.78189,3.548
-0.78179,3.7586
-0.78169,3.9148
-0.78159,3.994
-0.78149,3.9854
-0.78139,3.8961
-0.78129,3.7489
-0.7812,3.5771
-0.7811,3.4153
-0.781,3.288
-0.7809,3.2042
-0.7808,3.1594
-0.7807,3.1418
-0.7806,3.1367
-0.7805,3.1304
-0.7804,3.1133
-0.7803,3.0827
-0.7802,3.0441
-0.78011,3.0084
-0.78001,2.9853
-0.77991,2.9729
-0.77981,2.9531
-0.77971,2.8966
-0.77961,2.7774
-0.77951,2.5854
-0.77941,2.3332
-0.77931,2.0525
-0.77921,1.7844
-0.77911,1.5657
-0.77901,1.4176
-0.77892,1.3461
-0.77882,1.3514
-0.77872,1.4383
-0.77862,1.6195
-0.77852,1.9054
-0.77842,2.2924
-0.77832,2.7575
-0.77822,3.2643
-0.77812,3.7734
-0.77802,4.2526
-0.77792,4.6833
-0.77782,5.0593
-0.77772,5.3804
-0.77763,5.6412
-0.77753,5.8244
-0.77743,5.9022
-0.77733,5.8471
-0.77723,5.6458
-0.77713,5.3099
-0.77703,4.8777
-0.77693,4.4058
-0.77683,3.9533
-0.77673,3.5666
-0.77663,3.2743
-0.77653,3.0897
-0.77643,3.0121
-0.77634,3.0248
-0.77624,3.0966
-0.77614,3.1936
-0.77604,3.2889
-0.77594,3.3655
-0.77584,3.4088
-0.77574,3.4016
-0.77564,3.3254
-0.77554,3.1691
-0.77544,2.9365
-0.77534,2.6476
-0.77524,2.3329
-0.77515,2.0254
-0.77505,1.7546
-0.77495,1.546
-0.77485,1.4233
-0.77475,1.4055
-0.77465,1.4997
-0.77455,1.6936
-0.77445,1.958
-0.77435,2.2586
-0.77425,2.5694
-0.77415,2.8788
-0.77405,3.1841
-0.77395,3.478
-0.77386,3.7378
-0.77376,3.9267
-0.77366,4.0033
-0.77356,3.9337
-0.77346,3.7006
-0.77336,3.3078
-0.77326,2.7838
-0.77316,2.1827
-0.77306,1.5784
-0.77296,1.0485
-0.77286,0.65412
-0.77277,0.42585
-0.77267,0.36099
-0.77257,0.42876
-0.77247,0.57911
-0.77237,0.75349
-0.77227,0.89664
-0.77217,0.96847
-0.77207,0.95418
-0.77197,0.86921
-0.77187,0.75531
-0.77177,0.66739
-0.77167,0.65573
-0.77158,0.75023
-0.77148,0.95174
-0.77138,1.2322
-0.77128,1.5426
-0.77118,1.8294
-0.77108,2.0537
-0.77098,2.206
-0.77088,2.3044
-0.77078,2.3796
-0.77068,2.4562
-0.77058,2.5418
-0.77048,2.6287
-0.77038,2.704
-0.77028,2.7578
-0.77019,2.7854
-0.77009,2.7866
-0.76999,2.7673
-0.76989,2.7419
-0.76979,2.7305
-0.76969,2.7529
-0.76959,2.8213
-0.76949,2.9337
-0.76939,3.0729
-0.76929,3.2119
-0.76919,3.325
-0.76909,3.3974
-0.769,3.43
-0.7689,3.4385
-0.7688,3.446
-0.7687,3.4736
-0.7686,3.5315
-0.7685,3.6159
-0.7684,3.7139
-0.7683,3.8147
-0.7682,3.9197
-0.7681,4.0436
-0.768,4.2034
-0.7679,4.4055
-0.76781,4.6382
-0.76771,4.8739
-0.76761,5.0755
-0.76751,5.2079
-0.76741,5.2468
-0.76731,5.1796
-0.76721,4.9994
-0.76711,4.7017
-0.76701,4.2887
-0.76691,3.7758
-0.76681,3.1927
-0.76672,2.58
-0.76662,1.9823
-0.76652,1.441
-0.76642,0.98389
-0.76632,0.61936
-0.76622,0.33695
-0.76612,0.11699
-0.76602,-0.057829
-0.76592,-0.19635
-0.76582,-0.30076
-0.76572,-0.37332
-0.76562,-0.42341
-0.76553,-0.47061
-0.76543,-0.54
-0.76533,-0.64978
-0.76523,-0.79761
-0.76513,-0.95533
-0.76503,-1.0781
-0.76493,-1.125
-0.76483,-1.0781
-0.76473,-0.94633
-0.76463,-0.75204
-0.76453,-0.51428
-0.76443,-0.24405
-0.76433,0.046979
-0.76423,0.33525
-0.76414,0.58453
-0.76404,0.75952
-0.76394,0.84452
-0.76384,0.85214
-0.76374,0.81461
-0.76364,0.76442
-0.76354,0.71885
-0.76344,0.67694
-0.76334,0.6268
-0.76324,0.5547
-0.76314,0.44993
-0.76304,0.30705
-0.76295,0.12936
-0.76285,-0.066608
-0.76275,-0.25144
-0.76265,-0.39194
-0.76255,-0.46383
-0.76245,-0.45867
-0.76235,-0.38234
-0.76225,-0.24994
-0.76215,-0.081101
-0.76205,0.10402
-0.76195,0.28882
-0.76185,0.46155
-0.76175,0.61094
-0.76166,0.71879
-0.76156,0.75747
-0.76146,0.69832
-0.76136,0.52635
-0.76126,0.2509
-0.76116,-0.093863
-0.76106,-0.45814
-0.76096,-0.79138
-0.76086,-1.0566
-0.76076,-1.2377
-0.76066,-1.3387
-0.76057,-1.378
-0.76047,-1.3808
-0.76037,-1.368
-0.76027,-1.3448
-0.76017,-1.2987
-0.76007,-1.2104
-0.75997,-1.0738
-0.75987,-0.90828
-0.75977,-0.7554
-0.75967,-0.66333
-0.75957,-0.66916
-0.75947,-0.78772
-0.75938,-1.009
-0.75928,-1.3033
-0.75918,-1.6312
-0.75908,-1.9556
-0.75898,-2.2492
-0.75888,-2.4966
-0.75878,-2.6929
-0.75868,-2.8407
-0.75858,-2.9464
-0.75848,-3.016
-0.75838,-3.0519
-0.75828,-3.0527
-0.75818,-3.0159
-0.75809,-2.9424
-0.75799,-2.8395
-0.75789,-2.7189
-0.75779,-2.5878
-0.75769,-2.4449
-0.75759,-2.2837
-0.75749,-2.0987
-0.75739,-1.8876
-0.75729,-1.6516
-0.75719,-1.3964
-0.75709,-1.1313
-0.75699,-0.86479
-0.75689,-0.59856
-0.7568,-0.32808
